report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP2756005G,230069593,Montgomery County Police,Injury Crash,2023-12-03T10:05:00.000,No,3,3,No,,DRIVER,SAME DIRECTION SIDESWIPE,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,Maryland (State),8.82,North,North,South,400,FEET,LEVEL,GEORGIA AVE,Maryland (State),NORBECK RD,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
DD56640016,230069590,Rockville Police Departme,Property Damage Crash,2023-12-03T09:30:00.000,No,0,0,No,,DRIVER,OTHER,RAINING,DAYLIGHT,N/A,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,BUILDING,Municipality,0.51,West,Unknown,East,1,FEET,DIP SAG,CONGRESSIONAL LA,Municipality,ROLLINS AVE,ROCKVILLE,WET,N/A,N/A,,STRAIGHT,N/A,OTHER,,,N/A
MCP2203007Q,230069585,Montgomery County Police,Injury Crash,2023-12-03T08:30:00.000,No,1,1,No,,DRIVER,SINGLE VEHICLE,RAINING,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER OBJECT,N/A,GUARDRAIL OR BARRIER,Government,0,South,North,North,0,FEET,LEVEL,BEACH DR,Government,GARRETT PARK RD,N/A,WET,INTERSECTION RELATED,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP289100CS,230069583,Montgomery County Police,Injury Crash,2023-12-03T07:03:00.000,No,2,4,No,,UNKNOWN,SINGLE VEHICLE,RAINING,DARK -- UNKNOWN LIGHTING,N/A,NONE DETECTED,FIXED OBJECT,N/A,GUARDRAIL OR BARRIER,Interstate (State),10.44,East,West,East,50,FEET,LEVEL,CAPITAL BELTWAY,Unknown,EXIT #31,N/A,WET,N/A,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3257006Q,230069579,Montgomery County Police,Property Damage Crash,2023-12-03T02:50:00.000,No,1,2,No,,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),6.18,North,North,South,15,FEET,LEVEL,BRADLEY BLVD,County,OFFUTT LA,N/A,WET,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP271700YC,230069574,Montgomery County Police,Injury Crash,2023-12-03T01:32:00.000,No,1,3,No,,DRIVER,OTHER,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,Maryland (State),3.65,East,West,East,0,FEET,LEVEL,SANDY SPRING RD,Ramp,RAMP 4 FR US 29 NB TO MD 198 EB,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP33580011,230069570,Montgomery County Police,Injury Crash,2023-12-03T00:30:00.000,Yes,2,2,No,,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,"ALCOHOL CONTRIBUTED, N/A",OTHER VEHICLE,N/A,N/A,Maryland (State),4.04,North,South,North,0,FEET,LEVEL,OLD GEORGETOWN RD,County,TUCKERMAN LA,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3305002T,230069564,Montgomery County Police,Injury Crash,2023-12-03T00:26:00.000,No,1,1,No,,DRIVER,HEAD ON,RAINING,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),2.34,North,East,North,0,FEET,GRADE DOWNHILL,PINEY BRANCH RD,Other Public Roadway,CARROLL AVE,N/A,WET,N/A,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3285002D,230069567,Montgomery County Police,Property Damage Crash,2023-12-03T00:18:00.000,Yes,1,1,No,,DRIVER,OTHER,RAINING,DARK LIGHTS ON,NO CONTROLS,N/A,PARKED VEHICLE,PARKED VEHICLE,N/A,County,1.04,East,West,West,0.3,MILE,LEVEL,MIDDLEBROOK RD,Unknown,WHITESADDLE DR,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2118001T,230069568,Montgomery County Police,Property Damage Crash,2023-12-03T00:06:00.000,No,4,4,No,,DRIVER,SAME DIR REAR END,RAINING,DARK NO LIGHTS,N/A,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),1.18,North,North,South,900,FEET,LEVEL,RIDGE RD,County,SNOWDEN FARM PKWY (PROP),N/A,WET,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
EJ7870006J,230069566,Gaithersburg Police Depar,Injury Crash,2023-12-02T23:55:00.000,Yes,3,4,No,,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),0,North,North,North,0,FEET,LEVEL,GREAT SENECA HWY,Maryland (State),KEY WEST AVE,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP28210030,230069561,Montgomery County Police,Property Damage Crash,2023-12-02T23:35:00.000,No,1,4,No,,DRIVER,OTHER,FOGGY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OFF ROAD,N/A,DITCH,County,0,North,South,South,0.3,MILE,LEVEL,AIRPARK RD,County,SHADY GROVE RD (BACK),N/A,WET,N/A,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, NOT DIVIDED",,,
MCP3014004B,230069563,Montgomery County Police,Property Damage Crash,2023-12-02T23:29:00.000,No,0,2,No,,DRIVER,SAME DIR REAR END,FOGGY,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,N/A,N/A,County,0.33,West,East,West,100,FEET,LEVEL,ODENDHAL AVE,County,LOST KNIFE RD,N/A,WET,N/A,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,LEFT TURN LANE
MCP3305002S,230069553,Montgomery County Police,Property Damage Crash,2023-12-02T22:07:00.000,Yes,0,0,Yes,PARKING LOT OF 10212 NEW HAMPSHIRE AVE,DRIVER,UNKNOWN,CLOUDY,UNKNOWN,NO CONTROLS,UNKNOWN,OTHER VEHICLE,PARKED VEHICLE,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP3351001V,230069550,Montgomery County Police,Injury Crash,2023-12-02T21:57:00.000,No,0,3,No,,UNKNOWN,OTHER,FOGGY,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),2.33,East,Unknown,East,0,FEET,LEVEL,E RANDOLPH RD,Maryland (State),OLD COLUMBIA PIKE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,OTHER
EJ78840069,230069545,Gaithersburg Police Depar,Property Damage Crash,2023-12-02T20:53:00.000,No,1,3,No,,DRIVER,SAME DIR REAR END,N/A,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, N/A",OTHER VEHICLE,N/A,N/A,County,0.41,North,West,South,150,FEET,LEVEL,SAM EIG HWY,County,DIAMONDBACK DR,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP33280030,230069529,Montgomery County Police,Injury Crash,2023-12-02T19:13:00.000,No,0,2,No,,DRIVER,ANGLE MEETS LEFT TURN,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OFF ROAD,SIGN SUPPORT POLE,Maryland (State),9.225,North,North,North,0,FEET,LEVEL,GEORGIA AVE,Ramp,RAMP 5 FR MD 97 SB TO RP 4 (TO MD200 EB),N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,LEFT TURN LANE
MCP2708008K,230069522,Montgomery County Police,Property Damage Crash,2023-12-02T18:30:00.000,Yes,2,3,No,,DRIVER,SAME DIR REAR END,CLOUDY,DARK LIGHTS ON,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,Maryland (State),6.105,East,East,West,10,FEET,LEVEL,UNIVERSITY BLVD E,Unknown,ENT TO BUSINESS,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP2160002V,230069525,Montgomery County Police,Property Damage Crash,2023-12-02T18:00:00.000,Yes,1,1,No,,DRIVER,SINGLE VEHICLE,N/A,DARK LIGHTS ON,NO CONTROLS,N/A,FIXED OBJECT,FIXED OBJECT,SIGN SUPPORT POLE,County,1.01,West,East,West,0,FEET,GRADE DOWNHILL,STEDWICK RD,County,BATTLERIDGE PL,N/A,N/A,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2286005Q,230069513,Montgomery County Police,Injury Crash,2023-12-02T17:45:00.000,No,2,3,No,,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,Maryland (State),7.45,North,North,North,0,FEET,LEVEL,ROCKVILLE PIKE,Unknown,ENT TO CONGRESSIONAL PLAZA,N/A,DRY,INTERSECTION RELATED,OTHER,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2203007P,230069514,Montgomery County Police,Property Damage Crash,2023-12-02T17:30:00.000,No,1,1,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK NO LIGHTS,N/A,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),29.22,East,East,West,25,FEET,LEVEL,NORBECK RD,County,WOODS CENTER RD,N/A,WET,N/A,N/A,N/A,CURVE LEFT,N/A,"TWO-WAY, NOT DIVIDED",,,
MCP33340020,230069510,Montgomery County Police,Property Damage Crash,2023-12-02T17:23:00.000,No,1,2,No,,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLOUDY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.28,North,North,North,0,FEET,LEVEL,ASTON MANOR DR,County,GATESHEAD MANOR WAY,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP32300050,230069504,Montgomery County Police,Injury Crash,2023-12-02T16:45:00.000,No,1,1,No,,DRIVER,HEAD ON,CLEAR,DAWN,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),27.69,East,West,West,200,FEET,LEVEL,NORBECK RD,Unknown,COOLIDGE AVE,N/A,DRY,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3030005N,230069498,Montgomery County Police,Injury Crash,2023-12-02T15:36:00.000,No,1,1,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,Maryland (State),2.63,North,West,North,0,FEET,LEVEL,BRADLEY BLVD,County,BURDETTE RD,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3163006B,230069499,Montgomery County Police,Injury Crash,2023-12-02T15:36:00.000,No,1,3,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DUSK,N/A,N/A,OTHER VEHICLE,N/A,CURB,Maryland (State),5.68,North,South,North,0,FEET,LEVEL,ROCKVILLE PIKE,County,EDSON LA,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,N/A,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3036002B,230069491,Montgomery County Police,Property Damage Crash,2023-12-02T15:11:00.000,No,0,2,No,,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.06,East,East,East,0,FEET,LEVEL,CENTERWAY RD,County,MONTGOMERY VILLAGE AVE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,LEFT TURN LANE
MCP3258003K,230069487,Montgomery County Police,Property Damage Crash,2023-12-02T14:43:00.000,No,3,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),1.54,East,West,East,0,FEET,N/A,UNIVERSITY BLVD W,County,ELKIN ST,N/A,DRY,N/A,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2099000B,230069482,Montgomery County Police,Property Damage Crash,2023-12-02T13:42:00.000,No,0,2,No,,DRIVER,SAME DIR REAR END,N/A,DAYLIGHT,N/A,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.1,East,North,East,50,FEET,LEVEL,COLLINGWOOD TERR,County,COLLINGWOOD LA,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,N/A
MCP1550004W,230069469,Montgomery County Police,Property Damage Crash,2023-12-02T12:22:00.000,Yes,0,0,Yes,PARKING LOT AT 6831 WISCONSIN AVE,DRIVER,OTHER,CLOUDY,DAYLIGHT,NO CONTROLS,N/A,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
DM84930029,230069466,Takoma Park Police Depart,Property Damage Crash,2023-12-02T12:06:00.000,Yes,0,0,Yes,"PARKING SPACES IN FRONT OF 1358 HOLTON LN TAKOMA PARK,MD 20912",DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,N/A,N/A,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP27610052,230069462,Montgomery County Police,Property Damage Crash,2023-12-02T11:29:00.000,No,0,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0,East,West,West,0,FEET,LEVEL,MIDDLEBROOK RD,County,FATHER HURLEY BLVD,N/A,DRY,INTERCHANGE RELATED,Y-INTERSECTION,INTERSECTION RELATED,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,CROSSOVER AREA
MCP2667008X,230069456,Montgomery County Police,Property Damage Crash,2023-12-02T10:45:00.000,No,1,2,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Municipality,1.54,North,South,South,500,FEET,HILL UPHILL,RUSSELL AVE,Municipality,CHRISTOPHER AVE,GAITHERSBURG,WET,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP1477000N,230069453,Montgomery County Police,Injury Crash,2023-12-02T10:31:00.000,No,1,1,No,,DRIVER,SINGLE VEHICLE,FOGGY,DAYLIGHT,N/A,NONE DETECTED,FIXED OBJECT,N/A,OTHER,US (State),8.654,North,South,South,0,FEET,OTHER,COLUMBIA PIKE,Ramp,RAMP 5 FR US 29 SB TO BRIGGS CHANEY RD,N/A,WET,INTERSECTION RELATED,N/A,INTERSECTION RELATED,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,,,
MCP3258003J,230069448,Montgomery County Police,Injury Crash,2023-12-02T10:21:00.000,No,0,0,Yes,PARKING LOT OF 16227 BATCHELLORS FOREST RD,DRIVER,OTHER,FOGGY,DAYLIGHT,N/A,NONE DETECTED,PEDESTRIAN,N/A,N/A,,,,,,,,,,,,,,,,,,,,PEDESTRIAN,NONE DETECTED,
MCP2902006H,230069450,Montgomery County Police,Property Damage Crash,2023-12-02T10:11:00.000,No,1,2,No,,UNKNOWN,OTHER,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,BICYCLE,FIXED OBJECT,N/A,Maryland (State),7.93,East,East,East,10,FEET,HILL CREST,DARNESTOWN RD,Maryland (State),BUCKLODGE RD,N/A,WET,N/A,N/A,N/A,CURVE RIGHT,N/A,"TWO-WAY, NOT DIVIDED",,,
MCP27610051,230069444,Montgomery County Police,Property Damage Crash,2023-12-02T09:45:00.000,No,1,1,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),8.42,East,East,East,50,FEET,LEVEL,CLOPPER RD,County,MATENEY RD,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP33620029,230069440,Montgomery County Police,Property Damage Crash,2023-12-02T09:02:00.000,No,1,1,No,,DRIVER,OTHER,FOGGY,DAYLIGHT,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,PARKED VEHICLE,CURB,County,0.4,South,South,North,0,FEET,LEVEL,SOUTHAMPTON DR,Unknown,PRINCE GEORGES CO/L,N/A,WET,NON INTERSECTION,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2667008W,230069411,Montgomery County Police,Property Damage Crash,2023-12-02T09:00:00.000,No,2,2,No,,DRIVER,SINGLE VEHICLE,FOGGY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OFF ROAD,FIXED OBJECT,GUARDRAIL OR BARRIER,County,0,North,North,North,0.5,MILE,GRADE DOWNHILL,AIRPARK RD,Maryland (State),MUNCASTER MILL RD,N/A,WET,N/A,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP241100CG,230069446,Montgomery County Police,Property Damage Crash,2023-12-02T08:45:00.000,Yes,0,0,Yes,PARKING LOT OF GIANT,DRIVER,OTHER,FOGGY,DAYLIGHT,NO CONTROLS,UNKNOWN,OTHER VEHICLE,PARKED VEHICLE,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP28810061,230069436,Montgomery County Police,Injury Crash,2023-12-02T08:45:00.000,No,1,3,No,,DRIVER,HEAD ON LEFT TURN,FOGGY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),17.34,North,South,North,0,FEET,LEVEL,FREDERICK RD,County,PLUMMER DR,N/A,DRY,N/A,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3268003F,230069437,Montgomery County Police,Property Damage Crash,2023-12-02T08:43:00.000,No,3,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,FOGGY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,US (State),5.11,North,North,North,0,FEET,LEVEL,COLUMBIA PIKE,County,STEWART LA,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3330001R,230069431,Montgomery County Police,Injury Crash,2023-12-02T07:56:00.000,No,2,3,No,,DRIVER,SAME DIR REAR END,FOGGY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),3.86,North,South,North,0,FEET,LEVEL,GEORGIA AVE,County,ARCOLA AVE,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2102004H,230069430,Montgomery County Police,Injury Crash,2023-12-02T07:32:00.000,Yes,1,1,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,FOGGY,DAYLIGHT,STOP SIGN,UNKNOWN,BICYCLE,N/A,N/A,County,1.23,North,South,North,0,FEET,GRADE DOWNHILL,LONG CORNER RD,County,MULLINIX MILL RD,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",BICYCLIST,NONE DETECTED,
MCP2107004M,230069432,Montgomery County Police,Property Damage Crash,2023-12-02T06:09:00.000,No,2,2,No,,DRIVER,SINGLE VEHICLE,CLOUDY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,FIXED OBJECT,N/A,GUARDRAIL OR BARRIER,Maryland (State),9.35,North,East,South,0,FEET,GRADE DOWNHILL,WOODFIELD RD,County,EAST VILLAGE AVE,N/A,WET,INTERSECTION RELATED,T-INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,,,
MCP3156002R,230069427,Montgomery County Police,Property Damage Crash,2023-12-02T05:42:00.000,No,3,3,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAWN,N/A,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,N/A,N/A,US (State),4.5,North,South,South,5,FEET,LEVEL,COLUMBIA PIKE,County,OAK LEAF DR,N/A,WET,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3257006R,230069426,Montgomery County Police,Property Damage Crash,2023-12-02T04:55:00.000,No,1,2,No,,DRIVER,SINGLE VEHICLE,FOGGY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER NON COLLISION,N/A,FENCE,Government,0.82,South,North,North,100,FEET,LEVEL,BEACH DR,Maryland (State),KNOWLES AVE,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3017002J,230069424,Montgomery County Police,Property Damage Crash,2023-12-02T04:34:00.000,No,1,2,No,,DRIVER,SINGLE VEHICLE,FOGGY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,OTHER POLE,County,0.988,North,North,South,300,FEET,LEVEL,AIRPARK RD,County,ANTARES DR,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP91180047,230069422,Montgomery County Police,Injury Crash,2023-12-02T03:30:00.000,No,1,1,No,,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,N/A,N/A,County,0.09,North,North,North,200,FEET,LEVEL,ANDREW ST,County,ANDREW CT,N/A,DRY,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3313001T,230069416,Montgomery County Police,Property Damage Crash,2023-12-02T01:11:00.000,No,1,1,No,,DRIVER,SINGLE VEHICLE,FOGGY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,OFF ROAD,FIXED OBJECT,FENCE,Maryland (State),29.6,East,West,West,500,FEET,LEVEL,NORBECK RD,County,WALLINGFORD RD,N/A,N/A,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
EJ7870006H,230069411,Gaithersburg Police Depar,Property Damage Crash,2023-12-02T00:35:00.000,Yes,0,0,Yes,"PARKING LOT, LA VILLA RESTAURANT, 18701 N FREDERICK AVE, GAITHERSBURG, MD",DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP271700YB,230069410,Montgomery County Police,Property Damage Crash,2023-12-02T00:30:00.000,No,1,1,No,,DRIVER,SINGLE VEHICLE,FOGGY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OFF ROAD,N/A,OTHER,US (State),8.654,North,West,South,50,FEET,LEVEL,COLUMBIA PIKE,Ramp,RAMP 5 FR US 29 SB TO BRIGGS CHANEY RD,N/A,WET,NON INTERSECTION,N/A,ON RAMP ENTRANCE AREA,CURVE LEFT,NO DEFECTS,ONE-WAY TRAFFICWAY,,,
MCP3280004B,230070601,Montgomery County Police,Property Damage Crash,2023-12-02T00:00:00.000,No,0,0,Yes,"3915 BLACKBURN LN, SILVER SPRING, MD 20904",DRIVER,OTHER,UNKNOWN,DARK -- UNKNOWN LIGHTING,NO CONTROLS,UNKNOWN,OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP2039009L,230069445,Montgomery County Police,Property Damage Crash,2023-12-01T22:00:00.000,Yes,0,0,Yes,"PARKING GARAGE OF GUAPO'S RIO RESTAURANT
9811 WASHINGTONIAN BLVD",DRIVER,UNKNOWN,RAINING,DARK LIGHTS ON,N/A,UNKNOWN,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP30140048,230069390,Montgomery County Police,Property Damage Crash,2023-12-01T20:16:00.000,No,2,2,No,,DRIVER,SAME DIR REAR END,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL CONTRIBUTED, N/A",OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),11.45,East,West,East,200,FEET,LEVEL,W DIAMOND AVE,Municipality,BUREAU DR,GAITHERSBURG,WET,N/A,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
