report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP2962008N,230070207,Montgomery County Police,Injury Crash,2023-12-06T13:09:00.000,No,2,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),5.87,North,North,North,0.0,FEET,LEVEL,GERMANTOWN RD,County,AIRCRAFT DR,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP235300CN,230070177,Montgomery County Police,Injury Crash,2023-12-06T10:56:00.000,No,2,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,PEDESTRIAN,CURB,County,0.45,South,South,South,0.0,FEET,LEVEL,ARLINGTON RD,County,BETHESDA AVE,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",PEDESTRIAN,NONE DETECTED,Missing
MCP30210074,230070157,Montgomery County Police,Property Damage Crash,2023-12-06T10:00:00.000,No,1,2,No,Missing,DRIVER,OPPOSITE DIR BOTH LEFT TURN,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,County,1.03,North,North,North,0.0,FEET,LEVEL,OLD COLUMBIA PIKE,County,MUSGROVE RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
EJ7858008L,230070140,Gaithersburg Police Depar,Property Damage Crash,2023-12-06T08:50:00.000,No,2,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OFF ROAD,Missing,Maryland (State),1.4,North,South,North,0.0,FEET,LEVEL,QUINCE ORCHARD RD,Municipality,SIOUX LA,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP29460069,230070136,Montgomery County Police,Injury Crash,2023-12-06T08:09:00.000,No,1,1,No,Missing,DRIVER,HEAD ON LEFT TURN,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),11.26,North,North,North,0.0,FEET,LEVEL,OLD HUNDRED RD,Ramp,RAMP 6 FR MD 109 EB TO IS 270 SB,Missing,WET,INTERSECTION,T-INTERSECTION,ON RAMP ENTRANCE AREA,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP33500029,230070130,Montgomery County Police,Property Damage Crash,2023-12-06T07:18:00.000,No,1,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),4.38,North,North,North,50.0,FEET,LEVEL,ROCKVILLE PIKE,County,GROSVENOR LA,Missing,DRY,NON INTERSECTION,Missing,THRU ROADWAY,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3348001R,230070124,Montgomery County Police,Injury Crash,2023-12-06T07:04:00.000,No,0,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAWN,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),25.21,East,West,East,50.0,FEET,LEVEL,NORBECK RD,County,BAUER DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,LEFT TURN LANE
MCP2108001P,230070120,Montgomery County Police,Property Damage Crash,2023-12-06T04:30:00.000,No,1,2,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,OTHER POLE,Maryland (State),9.57,East,East,West,0.25,MILE,LEVEL,DARNESTOWN RD,County,WHITE GROUNDS RD,Missing,WET,Missing,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3269002V,230070107,Montgomery County Police,Property Damage Crash,2023-12-05T23:21:00.000,Yes,1,1,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,Missing,DARK LIGHTS ON,NO CONTROLS,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,OTHER VEHICLE,Missing,County,0.17,East,East,East,0.0,FEET,LEVEL,CALVERTON BLVD,County,GRACEFIELD RD,Missing,DRY,INTERSECTION,OTHER,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP30800042,230070085,Montgomery County Police,Injury Crash,2023-12-05T20:46:00.000,Yes,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,Maryland (State),4.32,North,North,North,0.0,FEET,LEVEL,GERMANTOWN RD,Other Public Roadway,FATHER HURLEY BLVD,Missing,WET,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
DD5603009W,230070071,Rockville Police Departme,Injury Crash,2023-12-05T19:00:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),11.51,North,North,North,0.0,FEET,LEVEL,FREDERICK RD,County,INDIANOLA DR,Missing,WET,Missing,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP1378016Q,230070067,Montgomery County Police,Property Damage Crash,2023-12-05T18:36:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Interstate (State),11.3,North,North,North,600.0,FEET,LEVEL,EISENHOWER MEMORIAL HWY,Ramp,RAMP 4 FR IS 270 NB TO MD 124 EB,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,Missing,Missing,Missing
MCP261700BM,230070060,Montgomery County Police,Injury Crash,2023-12-05T17:50:00.000,No,1,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.21,East,East,East,10.0,FEET,GRADE DOWNHILL,E RANDOLPH RD,County,CLIFTON RD,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP1433005L,230070047,Montgomery County Police,Property Damage Crash,2023-12-05T16:15:00.000,No,2,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),3.34,North,North,South,350.0,FEET,LEVEL,FALLS RD,County,MONTROSE RD,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP33280031,230070038,Montgomery County Police,Property Damage Crash,2023-12-05T15:27:00.000,No,0,2,No,Missing,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,Missing,Missing,County,0.51,East,East,East,900.0,FEET,LEVEL,ARCOLA AVE,County,AMHERST AVE,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,SHOULDER AREA
MCP2683006X,230070030,Montgomery County Police,Property Damage Crash,2023-12-05T15:03:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.69,East,East,West,200.0,FEET,HILL CREST,MONTROSE RD,Ramp,RAMP 4 FR IS 270 NB TO MONTROSE RD EB,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2552006R,230070034,Montgomery County Police,Property Damage Crash,2023-12-05T14:56:00.000,No,0,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,Missing,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),12.62,North,North,South,300.0,FEET,LEVEL,FREDERICK RD,County,SHADY GROVE RD,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,RIGHT TURN LANE
MCP33500027,230070027,Montgomery County Police,Property Damage Crash,2023-12-05T14:45:00.000,No,1,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),5.68,North,North,North,0.0,FEET,HILL UPHILL,ROCKVILLE PIKE,County,EDSON LA,Missing,DRY,NON INTERSECTION,Missing,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP285900FJ,230070026,Montgomery County Police,Property Damage Crash,2023-12-05T14:30:00.000,No,1,1,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,2.78,North,North,North,0.0,FEET,LEVEL,GOSHEN RD,County,EAST VILLAGE AVE,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP30210073,230070018,Montgomery County Police,Property Damage Crash,2023-12-05T14:15:00.000,No,0,0,Yes,15411 OLD COLUMBIA PIKE PARKING LOT FREESTATE GAS STATION,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP2727002G,230070000,Montgomery County Police,Injury Crash,2023-12-05T13:30:00.000,No,2,6,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),11.07,North,North,North,0.0,FEET,LEVEL,FREDERICK RD,Unknown,CROSSOVER,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,Missing,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP29460068,230069989,Montgomery County Police,Property Damage Crash,2023-12-05T13:01:00.000,No,0,1,No,Missing,DRIVER,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.238,East,West,West,100.0,FEET,LEVEL,WINGED ELM DR,County,CYPRESS SPRING RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,OTHER,"TWO-WAY, NOT DIVIDED",Missing,Missing,CROSSOVER AREA
DD5567001R,230069975,Rockville Police Departme,Property Damage Crash,2023-12-05T12:27:00.000,No,0,0,Yes,PARKING LOT OF 800 ROCKVILLE PIKE. VEH INTO BUILDING 891.,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,Missing,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,CURB,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP3244002W,23006974,Montgomery County Police,Property Damage Crash,2023-12-05T12:07:00.000,No,2,4,No,Missing,NONMOTORIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,BICYCLE,Missing,Missing,Maryland (State),3.71,East,East,East,0.0,FEET,LEVEL,EAST WEST HWY,Maryland (State),COLESVILLE RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",BICYCLIST,NONE DETECTED,Missing
MCP30090077,230069982,Montgomery County Police,Injury Crash,2023-12-05T11:50:00.000,No,1,1,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,Missing,OTHER VEHICLE,Missing,Missing,County,2.74,East,West,East,0.0,FEET,LEVEL,MIDDLEBROOK RD,County,SCENERY DR,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP9442003D,230069969,Montgomery County Police,Injury Crash,2023-12-05T11:22:00.000,No,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.13,South,North,North,300.0,FEET,LEVEL,CINNABAR DR,County,SEABROOK DR,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP209400N2,230069930,Montgomery County Police,Property Damage Crash,2023-12-05T09:04:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.48,East,West,West,150.0,FEET,GRADE DOWNHILL,KENT ST,County,STONEYBROOK DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP26370058,230069933,Montgomery County Police,Property Damage Crash,2023-12-05T09:00:00.000,No,2,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.0,South,North,South,0.0,FEET,LEVEL,DUFIEF DR,Maryland (State),DARNESTOWN RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP29460067,230069924,Montgomery County Police,Injury Crash,2023-12-05T08:41:00.000,No,1,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.76,East,West,East,0.0,FEET,LEVEL,SNOWDEN FARM PKWY,Unknown,FOREMAN BLVD,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2962008M,230069915,Montgomery County Police,Property Damage Crash,2023-12-05T07:54:00.000,No,2,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),7.46,East,East,East,50.0,FEET,LEVEL,CLOPPER RD,County,SCHAEFFER RD,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3348001Q,230069910,Montgomery County Police,Injury Crash,2023-12-05T06:56:00.000,No,1,2,No,Missing,DRIVER,OTHER,CLEAR,DAWN,TRAFFIC SIGNAL,NONE DETECTED,PEDESTRIAN,Missing,Missing,County,0.39,South,North,South,0.0,FEET,LEVEL,DEWEY RD,County,RANDOLPH RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",PEDESTRIAN,NONE DETECTED,Missing
MCP24560085,230069906,Montgomery County Police,Property Damage Crash,2023-12-05T06:30:00.000,No,3,3,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,OTHER CONVEYANCE,SIGN SUPPORT POLE,US (State),2.48,North,West,South,200.0,FEET,LEVEL,COLESVILLE RD,Ramp,RAMP 8 FR US 29 SB TO IS 495 WB,Missing,DRY,INTERCHANGE RELATED,OTHER,Missing,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
DD5633008H,230069896,Rockville Police Departme,Property Damage Crash,2023-12-05T00:00:00.000,No,0,0,Yes,1201 FIRST ST PARKING LOT.,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,Missing,UNKNOWN,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP29320075,230069891,Montgomery County Police,Property Damage Crash,2023-12-04T23:00:00.000,No,1,3,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),2.45,North,North,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,FOX ST,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3221002N,230069880,Montgomery County Police,Injury Crash,2023-12-04T21:37:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OFF ROAD,FIXED OBJECT,OTHER,Maryland (State),3.03,East,West,West,1.0,MILE,LEVEL,RIVER RD,County,RIVERS EDGE DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3050005K,230069850,Montgomery County Police,Injury Crash,2023-12-04T18:20:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,Missing,TREE SHRUBBERY,Missing,0.0,Missing,North,South,50.0,FEET,LEVEL,NORBECK BLVD,Missing,ISLAND CREEK CT,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3030005P,230069844,Montgomery County Police,Injury Crash,2023-12-04T17:50:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),5.57,North,East,North,20.0,FEET,LEVEL,BRADLEY BLVD,County,KENNEDY DR,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3123006P,230069842,Montgomery County Police,Injury Crash,2023-12-04T17:42:00.000,No,3,3,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,Missing,Missing,Missing,GUARDRAIL OR BARRIER,US (State),12.202,North,North,North,100.0,FEET,LEVEL,COLUMBIA PIKE,Unknown,BEGIN BRIDGE,Missing,DRY,OTHER,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP9390002N,230069817,Montgomery County Police,Injury Crash,2023-12-04T16:24:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,Missing,OTHER VEHICLE,Missing,Missing,County,0.0,North,West,North,150.0,FEET,LEVEL,SAM EIG HWY,Maryland (State),GREAT SENECA HWY,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP1213008V,230069820,Montgomery County Police,Property Damage Crash,2023-12-04T15:30:00.000,No,1,1,No,Missing,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OFF ROAD,DITCH,County,2.22,East,West,West,30.0,FEET,HILL UPHILL,BRIGGS CHANEY RD,County,GREAT OAK LA,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP1378016P,230069813,Montgomery County Police,Property Damage Crash,2023-12-04T15:11:00.000,No,1,1,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,Missing,Missing,County,0.4,North,South,North,500.0,FEET,LEVEL,BROADMORE RD,County,BROADMORE CIR,Missing,DRY,NON INTERSECTION,Missing,Missing,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP1550004X,230069801,Montgomery County Police,Property Damage Crash,2023-12-04T13:48:00.000,No,1,1,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,UNKNOWN,PARKED VEHICLE,Missing,Missing,Municipality,0.09,North,South,North,50.0,FEET,LEVEL,GEORGIA ST,Municipality,RAYMOND ST,CHEVY CHASE #3,DRY,NON INTERSECTION,Missing,THRU ROADWAY,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
DD5657001J,230069793,Rockville Police Departme,Property Damage Crash,2023-12-04T13:20:00.000,No,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Municipality,0.0,East,East,East,20.0,FEET,LEVEL,E MONTGOMERY AVE,Municipality,MARYLAND AVE,ROCKVILLE,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,Missing,Missing,Missing
EJ7858008K,230069797,Gaithersburg Police Depar,Property Damage Crash,2023-12-04T13:00:00.000,Yes,0,0,Yes,PARKING LOT OF 803 MUDDY BRANCH RD,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP29910090,230069788,Montgomery County Police,Property Damage Crash,2023-12-04T13:00:00.000,No,1,2,No,Missing,DRIVER,Missing,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,Missing,Missing,Missing,Maryland (State),1.11,East,East,East,0.1,FEET,LEVEL,SPENCERVILLE RD,County,THOMPSON RD,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,Missing,Missing,Missing,Missing
MCP15630092,230069786,Montgomery County Police,Property Damage Crash,2023-12-04T12:42:00.000,Yes,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,Missing,"NONE DETECTED, UNKNOWN",Missing,Missing,Missing,Maryland (State),0.3,North,South,North,800.0,FEET,GRADE DOWNHILL,16TH ST,County,SPRING ST,Missing,DRY,Missing,Missing,THRU ROADWAY,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3123006N,230069784,Montgomery County Police,Injury Crash,2023-12-04T11:58:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,OTHER VEHICLE,Missing,US (State),10.16,North,South,North,50.0,FEET,LEVEL,COLUMBIA PIKE,County,BLACKBURN RD,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",PEDESTRIAN,Missing,Missing
DD5567001Q,230069778,Rockville Police Departme,Property Damage Crash,2023-12-04T11:56:00.000,No,1,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Municipality,0.14,East,West,East,0.0,FEET,LEVEL,W GUDE DR,Municipality,RESEARCH BLVD,ROCKVILLE,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP31290088,230069773,Montgomery County Police,Property Damage Crash,2023-12-04T11:42:00.000,No,0,1,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.12,South,North,South,0.0,FEET,HILL UPHILL,PARKLAND DR,County,INDEPENDENCE ST,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,CROSSOVER AREA
DD5567001P,230069754,Rockville Police Departme,Property Damage Crash,2023-12-04T10:15:00.000,No,1,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),22.52,East,West,East,100.0,FEET,LEVEL,E JEFFERSON ST,Municipality,MONROE ST,ROCKVILLE,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
