report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,off_road_description,collision_type,weather,light,traffic_control,driver_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,route_type,road_name,cross_street_type,cross_street_name,municipality,surface_condition,related_non_motorist,non_motorist_substance_abuse
MCP3145004F,230071785,Montgomery County Police,Property Damage Crash,2023-12-14T18:45:00.000,,SAME DIRECTION RIGHT TURN,CLEAR,N/A,NO CONTROLS,NONE DETECTED,375DBCF3-E025-43D0-8942-6E1D7FFE0541,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,45C79CE4-6BB5-437F-8A1D-6947BBFF9FC3,NO DAMAGE,FIVE OCLOCK,FIVE OCLOCK,PASSENGER CAR,CHANGING LANES,North,North,40,No,No,2018,RAM,PK,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,ELTON RD,N/A,DRY,,
MCP3145004F,230071785,Montgomery County Police,Property Damage Crash,2023-12-14T18:45:00.000,,SAME DIRECTION RIGHT TURN,CLEAR,N/A,NO CONTROLS,NONE DETECTED,7BA9D292-3DDD-40F6-B53E-EABB894FDC00,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,547B7CD4-5130-4F05-B399-1318F0AD1470,SUPERFICIAL,TWO OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,North,North,40,No,No,2012,MERZ,SU,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,ELTON RD,N/A,DRY,,
MCP3192004D,230071783,Montgomery County Police,Property Damage Crash,2023-12-14T18:34:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,EAD49809-4497-4627-B721-6DBEF3ABA1CB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8F3C4D2B-687A-4179-8358-F2CB37EF6005,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",ACCELERATING,North,North,35,No,No,2008,FORD,TRUCK,NO MISUSE,Maryland (State),GEORGIA AVE,County,SHOREFIELD RD,N/A,DRY,,
MCP3192004D,230071783,Montgomery County Police,Property Damage Crash,2023-12-14T18:34:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,CD2B103B-153C-4556-8EE9-BC86B7F50CCC,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,88225E65-4F2B-4914-9964-3B93252A3460,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,CHANGING LANES,North,North,35,No,No,2019,MERZ,C43,NO MISUSE,Maryland (State),GEORGIA AVE,County,SHOREFIELD RD,N/A,DRY,,
MCP2799007K,230071778,Montgomery County Police,Property Damage Crash,2023-12-14T18:30:00.000,,SAME DIRECTION LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,7BAC8DE7-D1D2-4FB4-B34C-9D42E318D22D,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,4C8B4F34-6754-4A02-AC9E-9A50D29CB12A,DISABLING,TEN OCLOCK,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,West,35,No,No,2018,TOYT,COROLLA,NO MISUSE,US (State),COLESVILLE RD,County,N NOYES DR,N/A,DRY,,
MCP2799007K,230071778,Montgomery County Police,Property Damage Crash,2023-12-14T18:30:00.000,,SAME DIRECTION LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FA1B8DE1-FC3E-4E92-931E-8404E943E176,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,797C03E1-C7CB-41E5-BEE3-8ABD25F308D2,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2010,TOYT,CAMRY,NO MISUSE,US (State),COLESVILLE RD,County,N NOYES DR,N/A,DRY,,
MCP30310054,230071769,Montgomery County Police,Property Damage Crash,2023-12-14T17:30:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,E5261A63-265E-43AD-BED1-E68FF1C1BC06,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,CD4D9B5B-06AF-48B2-8880-81D3984719C2,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,35,No,No,2015,FORD,FUSION,NO MISUSE,County,WOODWELL RD,County,WOODWELL TERR,N/A,N/A,,
MCP31610063,230071764,Montgomery County Police,Property Damage Crash,2023-12-14T17:05:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,D2BDAA55-7A49-4300-8C20-EFC84FCB86C5,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,5441B4CA-A630-4B86-A8D4-F292378B0BCC,SUPERFICIAL,EIGHT OCLOCK,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2004,TOYT,SCION XA,NO MISUSE,Maryland (State),CONNECTICUT AVE,County,JONES BRIDGE RD,N/A,DRY,,
MCP31610063,230071764,Montgomery County Police,Property Damage Crash,2023-12-14T17:05:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,3FF96D35-B1BF-45BB-BBF8-7884803800FA,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,183D10E2-F0B9-4A5C-853A-AEA2787C0008,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,North,North,35,No,No,2015,THOMAS,SCHOOL BUS,NO MISUSE,Maryland (State),CONNECTICUT AVE,County,JONES BRIDGE RD,N/A,DRY,,
DD55670022,230071752,Rockville Police Departme,Injury Crash,2023-12-14T16:31:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,189C7188-FDC0-4A85-BB9D-9FF3B193478F,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,0117B502-F989-434E-838E-2AE5B866386E,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,40,No,No,2023,TOYT,UT,NO MISUSE,Maryland (State),ROCKVILLE PIKE,Municipality,TEMPLETON PL,ROCKVILLE,DRY,,
DD55670022,230071752,Rockville Police Departme,Injury Crash,2023-12-14T16:31:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,699B0013-3FE2-40D3-B835-4CAEA2173883,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,EFA60FAA-3AA9-48DB-98F3-2A1D459EA356,NO DAMAGE,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,40,No,No,2006,DODGE,4DR,NO MISUSE,Maryland (State),ROCKVILLE PIKE,Municipality,TEMPLETON PL,ROCKVILLE,DRY,,
DD55670022,230071752,Rockville Police Departme,Injury Crash,2023-12-14T16:31:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,9250DA6C-C13F-4051-ACC5-1FC18EEB1991,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,6B653BAC-8ED0-448C-8C34-A0C1C20C8452,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2009,FORD,UT,NO MISUSE,Maryland (State),ROCKVILLE PIKE,Municipality,TEMPLETON PL,ROCKVILLE,DRY,,
MCP2875007Z,230071773,Montgomery County Police,Property Damage Crash,2023-12-14T16:30:00.000,PARKING LOT OF 11530 MIDDLEBROOK RD.,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,UNKNOWN,32C18DA5-DE64-4EA9-A91C-CABD1D95B2AD,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,8FFB195D-3620-4405-A7EC-F913A21AC1AB,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING RIGHT TURN,West,South,0,No,No,2010,TOYOTA,RAV4,UNKNOWN,,,,,,,,
MCP2466004Q,230071743,Montgomery County Police,Property Damage Crash,2023-12-14T15:57:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,2FCF6FB2-C8E5-48DB-9A10-F36A3E047EF5,Yes,NO APPARENT INJURY,"BACKUP DUE TO PRIOR CRASH, N/A",DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,5361C3A5-0E8B-41A5-8D90-5C47C7CCB555,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,STARTING FROM PARKED,West,West,40,No,No,2016,LEXS,LX570 TK,NO MISUSE,Maryland (State),DARNESTOWN RD,County,RIFFLE FORD RD,N/A,DRY,,
MCP30580055,230071742,Montgomery County Police,Injury Crash,2023-12-14T15:55:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,D5734BED-3BB2-4F5F-932E-24AE04B0BF80,No,NO APPARENT INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,0071E98A-AF17-48C8-9E21-E31DB5F4F8C2,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",SLOWING OR STOPPING,West,West,30,No,No,2022,CHEVY,CUTAWAY,NO MISUSE,Maryland (State),DARNESTOWN RD,County,NORMAN DR,N/A,DRY,,
MCP30580055,230071742,Montgomery County Police,Injury Crash,2023-12-14T15:55:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,B61E45DD-8CD4-40A1-A426-61C790A09803,Yes,NO APPARENT INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,2E007E15-45B5-4416-9B64-2ED775BF7293,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2017,LEXS,LS,NO MISUSE,Maryland (State),DARNESTOWN RD,County,NORMAN DR,N/A,DRY,,
MCP30580055,230071742,Montgomery County Police,Injury Crash,2023-12-14T15:55:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,4768FFB0-6EDB-4278-A4D2-EC21BADA2386,No,POSSIBLE INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,63F2C17F-A887-4C6F-BA4C-ACC8B833260E,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,30,No,No,2014,SUBARU,OUTBACK,NO MISUSE,Maryland (State),DARNESTOWN RD,County,NORMAN DR,N/A,DRY,,
MCP1174006N,230071740,Montgomery County Police,Property Damage Crash,2023-12-14T15:53:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,900272AB-0AC4-4146-AC02-A91784ACB5D8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,75456598-CF4A-4802-9E8B-84050FFC25C2,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,POLICE VEHICLE/EMERGENCY,STOPPED IN TRAFFIC LANE,South,West,25,No,No,2010,TOYOTA,RAV4,NO MISUSE,County,JONES BRIDGE RD,Maryland (State),ROCKVILLE PIKE,N/A,DRY,,
MCP1174006N,230071740,Montgomery County Police,Property Damage Crash,2023-12-14T15:53:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,D14C4F16-3783-4CA5-8998-053E9C62837E,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,62E16B65-38BF-4DBD-9FE9-DC7138C0AD60,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,West,25,No,No,2009,HONDA,ACCORD,NO MISUSE,County,JONES BRIDGE RD,Maryland (State),ROCKVILLE PIKE,N/A,DRY,,
DD559500FH,230071737,Rockville Police Departme,Property Damage Crash,2023-12-14T15:30:00.000,,OTHER,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,A0C4E6CE-31EE-4A78-973D-EAB98149B62C,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,BE52AB26-553F-4021-8635-E397BE5A37AC,SUPERFICIAL,SEVEN OCLOCK,SEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,35,No,No,2013,CHEVY,SUBURBAN,UNKNOWN,Maryland (State),ROCKVILLE PIKE,Municipality,CHURCH ST,ROCKVILLE,DRY,,
DD559500FH,230071737,Rockville Police Departme,Property Damage Crash,2023-12-14T15:30:00.000,,OTHER,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,6880326E-5BE6-419A-AE76-9CB5DD426471,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,29D527E2-DF96-4F7F-B940-96877A4E3018,SUPERFICIAL,FIVE OCLOCK,FIVE OCLOCK,TRANSIT BUS,MAKING RIGHT TURN,North,North,25,No,No,2019,GILG,TRANSIT BUS,UNKNOWN,Maryland (State),ROCKVILLE PIKE,Municipality,CHURCH ST,ROCKVILLE,DRY,,
MCP30800045,230071734,Montgomery County Police,Property Damage Crash,2023-12-14T15:23:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,N/A,N/A,FDEDCCAF-BE73-4D4D-A6B0-6C5AAD05730F,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,17559D57-D6A0-4171-B43B-E21FA8E8D82D,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,35,No,No,2020,LEXS,TK,NO MISUSE,County,SCHAEFFER RD,County,KINGSHILL RD,N/A,DRY,,
MCP30800045,230071734,Montgomery County Police,Property Damage Crash,2023-12-14T15:23:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,N/A,NONE DETECTED,825A5D5F-5BBC-48C2-A168-860430197F5C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C265A729-B30B-4DC9-8E8F-93BFCCADECA0,DISABLING,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,25,No,No,2017,TOYT,4S,NO MISUSE,County,SCHAEFFER RD,County,KINGSHILL RD,N/A,DRY,,
MCP2780007L,230071730,Montgomery County Police,Injury Crash,2023-12-14T15:15:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,246FC7A7-E1A1-4142-B291-E993B71F0B38,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,EB20F0B9-FB22-4676-B349-2EF5A24F856E,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,West,45,No,No,2010,HOND,FIT,NO MISUSE,Maryland (State),FREDERICK RD,County,SHAKESPEARE BLVD,N/A,DRY,,
MCP2780007L,230071730,Montgomery County Police,Injury Crash,2023-12-14T15:15:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,BF4505BC-1CB9-4C01-B22D-B8763C1EC194,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,2A1B9796-3531-4D71-806D-9F48EE1F3E7A,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,VAN,MOVING CONSTANT SPEED,North,North,45,No,No,2013,RAM,CARAVAN,NO MISUSE,Maryland (State),FREDERICK RD,County,SHAKESPEARE BLVD,N/A,DRY,,
MCP2686006S,230071736,Montgomery County Police,Property Damage Crash,2023-12-14T15:04:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,N/A,N/A,6FB1334C-AA12-48CC-A87B-06F5C1F71018,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,C6EBD187-3911-4E01-8651-CDB0EE382DFA,UNKNOWN,TWO OCLOCK,TWO OCLOCK,,MOVING CONSTANT SPEED,Unknown,East,35,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,Other Public Roadway,SHAWNEE LA,County,GATEWAY CENTER DR,N/A,DRY,,
MCP2686006S,230071736,Montgomery County Police,Property Damage Crash,2023-12-14T15:04:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,N/A,NONE DETECTED,4800F785-7070-44A1-BDE2-81B9660E9388,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5EBFEA6E-A3E0-476D-9217-6615921E318B,NO DAMAGE,TEN OCLOCK,TEN OCLOCK,SCHOOL BUS,SLOWING OR STOPPING,North,East,35,No,No,2015,THOM,BU,NO MISUSE,Other Public Roadway,SHAWNEE LA,County,GATEWAY CENTER DR,N/A,DRY,,
MCP2314002T,230071744,Montgomery County Police,Property Damage Crash,2023-12-14T14:30:00.000,PARKING LOT OF 11300 GAINSBOROUGH ROAD,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,N/A,N/A,0058E8A1-48AF-4394-8688-6A8A3C80377D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8BAE0A37-2D55-47D4-BE0C-C3C3E1806DD9,SUPERFICIAL,SEVEN OCLOCK,SEVEN OCLOCK,SCHOOL BUS,PARKED,,,0,No,Yes,2018,FREIGHT,THOMAS,NO MISUSE,,,,,,,,
MCP2314002T,230071744,Montgomery County Police,Property Damage Crash,2023-12-14T14:30:00.000,PARKING LOT OF 11300 GAINSBOROUGH ROAD,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,N/A,NONE DETECTED,163FF367-7AE8-446C-80D9-2FA7DD4D3542,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A4244639-0DF8-465E-8744-CD77CCBF1B93,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,(SPORT) UTILITY VEHICLE,PASSING,North,North,5,No,No,2003,NISSAN,PATHFINDER,NO MISUSE,,,,,,,,
MCP3016004Q,230071722,Montgomery County Police,Property Damage Crash,2023-12-14T14:15:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,N/A,86AB8083-EBDF-4BF1-8EA0-5EA2DC04C6E8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,89573FF1-387B-41BF-84F4-B1DCBE05EBF5,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,1997,GMC,SONOMA,NO MISUSE,County,MIDDLEBROOK RD,County,LOCBURY DR,N/A,DRY,,
MCP3016004Q,230071722,Montgomery County Police,Property Damage Crash,2023-12-14T14:15:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,N/A,18F08BC7-3615-4E18-A16B-67F9DE29E662,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,13054351-F528-47DA-9431-4C5B5C412811,FUNCTIONAL,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,South,South,35,No,No,2013,HYUNDIA,SONATA,NO MISUSE,County,MIDDLEBROOK RD,County,LOCBURY DR,N/A,DRY,,
DD56520043,230071718,Rockville Police Departme,Property Damage Crash,2023-12-14T14:00:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,83E39FC4-A860-4114-AE9F-6AB146BBFAE4,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,48FCBC07-76C8-486B-9468-85EE89C26D4E,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,No,No,2017,TOYT,SD,NO MISUSE,Maryland (State),VEIRS MILL RD,Municipality,ATLANTIC AVE,ROCKVILLE,DRY,,
DD56520043,230071718,Rockville Police Departme,Property Damage Crash,2023-12-14T14:00:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,F22A3BDF-C073-4C2C-8FE9-5C97F06C738E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F0B45CA0-F4DF-48CA-8E21-E8BD25BD04B7,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,No,No,2017,RAM,PK,NO MISUSE,Maryland (State),VEIRS MILL RD,Municipality,ATLANTIC AVE,ROCKVILLE,DRY,,
MCP2962008P,230071712,Montgomery County Police,Property Damage Crash,2023-12-14T13:27:00.000,PARKING LOT OF 13031 WISTERIA DRIVE,OTHER,CLEAR,DAYLIGHT,N/A,NONE DETECTED,16D0D28F-6B32-4916-83D5-46ED86B82268,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2D061EBF-D29B-466D-ABD1-B91268621067,SUPERFICIAL,FOUR OCLOCK,FOUR OCLOCK,POLICE VEHICLE/NON EMERGENCY,SLOWING OR STOPPING,East,East,15,No,No,2019,DODGE,CHARGER,NO MISUSE,,,,,,,,
MCP2962008P,230071712,Montgomery County Police,Property Damage Crash,2023-12-14T13:27:00.000,PARKING LOT OF 13031 WISTERIA DRIVE,OTHER,CLEAR,DAYLIGHT,N/A,NONE DETECTED,1F73DD79-72AF-4BD5-96E1-BCE314979B06,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,D8E9A928-9EF1-4A39-BD03-49E760B08BC7,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,North,North,15,No,No,2014,SUBARU,CROSSTREK,NO MISUSE,,,,,,,,
MCP285900FN,230071710,Montgomery County Police,Injury Crash,2023-12-14T13:20:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,BB97318C-2A45-4C41-A287-234A6927E1AF,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,FD0A13A1-1C05-4458-BDC2-144221BC0131,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,30,No,No,2020,LEXU,SUV,NO MISUSE,Maryland (State),FREDERICK RD,Municipality,ONEILL DR,GAITHERSBURG,DRY,,
MCP285900FN,230071710,Montgomery County Police,Injury Crash,2023-12-14T13:20:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,79E77F1A-9339-455E-A550-8B8FD942A313,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,822165CE-477E-47FC-AE23-A4CA910FE11F,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,No,No,2015,TOYT,MINIVAN,NO MISUSE,Maryland (State),FREDERICK RD,Municipality,ONEILL DR,GAITHERSBURG,DRY,,
MCP29410053,230071702,Montgomery County Police,Property Damage Crash,2023-12-14T12:07:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,N/A,NONE DETECTED,D616ECA5-4955-405B-904D-06C969CDDAE0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,98F25177-191B-4239-9949-4ECAA637D67A,NO DAMAGE,FIVE OCLOCK,FIVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2016,FORD,TRANSIT,NO MISUSE,County,SNOUFFERS SCHOOL RD,County,MOONEY DR,N/A,DRY,,
MCP29410053,230071702,Montgomery County Police,Property Damage Crash,2023-12-14T12:07:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,N/A,NONE DETECTED,F3B3E9F7-A9C5-4F66-BFB5-F0CC8D3EF31B,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,A3AC40D1-1DA5-451E-8F6B-DBFC8A25C765,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,North,North,35,No,No,2007,BMW,4S,NO MISUSE,County,SNOUFFERS SCHOOL RD,County,MOONEY DR,N/A,DRY,,
MCP3009007F,230071703,Montgomery County Police,Property Damage Crash,2023-12-14T11:50:00.000,,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,ECB9473F-2F8B-4867-B7DF-2063950427DB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,97023F2B-B838-434B-90EC-DFED6351AE11,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,40,No,No,2002,CHEVROLET,SUBURBAN,NO MISUSE,County,MIDDLEBROOK RD,County,OBSERVATION DR,N/A,DRY,,
MCP3009007F,230071703,Montgomery County Police,Property Damage Crash,2023-12-14T11:50:00.000,,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,403CBAA7-4CFC-42DB-9BFE-4159A47ADC5D,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,185A68DB-2019-4BC3-9A27-FF7AF4575DB9,FUNCTIONAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,40,No,No,2016,HYUNDAI,ACCENT,NO MISUSE,County,MIDDLEBROOK RD,County,OBSERVATION DR,N/A,DRY,,
MCP3312004J,230071688,Montgomery County Police,Property Damage Crash,2023-12-14T11:15:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,39102AD3-AF18-4E8D-A785-A2177E2FA9C7,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,BAE11913-9C9C-4D2D-AA97-FCA87B6011E2,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,50,No,No,2008,NISSAN,SENTRA,NO MISUSE,US (State),COLUMBIA PIKE,Ramp,RAMP 6 FR BRIGGS CHANEY RD TO US 29 SB,N/A,DRY,,
MCP3312004J,230071688,Montgomery County Police,Property Damage Crash,2023-12-14T11:15:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,278F237B-F008-4445-881B-842059A1BDCD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8BADA4FA-3D30-4857-915B-6B92DBAC5C4F,SUPERFICIAL,SEVEN OCLOCK,SEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,50,No,No,2022,ACUR,UT,NO MISUSE,US (State),COLUMBIA PIKE,Ramp,RAMP 6 FR BRIGGS CHANEY RD TO US 29 SB,N/A,DRY,,
